trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.999000499833375, 'e': 0.9900498337491681}",25,0,-168.02175729707469,"{0: 15, 1: 1, 2: 4, 3: 3, 4: 2}",0
2,False,"{'a': 0.9980019986673331, 'e': 0.9801986733067553}",25,0,-169.9397062178743,"{0: 12, 1: 3, 2: 7, 3: 1, 4: 2}",0
3,False,"{'a': 0.997004495503373, 'e': 0.9704455335485082}",20,0,-17.615239939859425,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
4,False,"{'a': 0.9960079893439915, 'e': 0.9607894391523232}",30,0,-138.94401854055698,"{0: 19, 1: 4, 2: 3, 3: 2, 4: 2}",0
5,False,"{'a': 0.9950124791926823, 'e': 0.951229424500714}",20,0,-49.930772461522324,"{0: 11, 1: 5, 2: 4, 3: 0, 4: 0}",0
6,False,"{'a': 0.9940179640539353, 'e': 0.9417645335842487}",25,0,-71.8109163269906,"{0: 18, 1: 5, 2: 0, 3: 1, 4: 1}",0
7,False,"{'a': 0.9930244429332351, 'e': 0.9323938199059483}",25,0,-95.14524705881172,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
8,False,"{'a': 0.9920319148370607, 'e': 0.9231163463866358}",20,0,-127.27177623582159,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
9,False,"{'a': 0.9910403787728836, 'e': 0.9139311852712282}",20,0,-57.46081288706797,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
10,False,"{'a': 0.9900498337491681, 'e': 0.9048374180359596}",20,0,-77.86113035236153,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
11,False,"{'a': 0.9890602787753687, 'e': 0.8958341352965282}",25,0,-61.53165165442865,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
12,False,"{'a': 0.9880717128619305, 'e': 0.8869204367171575}",20,0,-122.00075671589133,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
13,False,"{'a': 0.9870841350202876, 'e': 0.8780954309205613}",25,0,-96.36904110670706,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
14,False,"{'a': 0.9860975442628619, 'e': 0.8693582353988059}",20,0,-141.79924078565813,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
15,False,"{'a': 0.9851119396030626, 'e': 0.8607079764250578}",20,10,-93.88763164071601,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 2}",1
16,False,"{'a': 0.9841273200552851, 'e': 0.8521437889662113}",20,0,-35.642898186195026,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
17,False,"{'a': 0.9831436846349096, 'e': 0.8436648165963837}",20,0,-56.38950731309298,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
18,False,"{'a': 0.9821610323583008, 'e': 0.835270211411272}",20,0,-88.30176908069402,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
19,False,"{'a': 0.981179362242806, 'e': 0.8269591339433623}",20,4,-76.68689654709202,"{0: 7, 1: 3, 2: 5, 3: 1, 4: 0}",1
20,False,"{'a': 0.9801986733067553, 'e': 0.8187307530779818}",25,0,-105.48266177886612,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
21,False,"{'a': 0.9792189645694596, 'e': 0.8105842459701871}",25,0,-196.83570393307093,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 4}",0
22,False,"{'a': 0.97824023505121, 'e': 0.8025187979624785}",30,0,-125.9535930030388,"{0: 18, 1: 5, 2: 4, 3: 2, 4: 1}",0
23,False,"{'a': 0.9772624837732771, 'e': 0.794533602503334}",25,8,-30.784092397635078,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
24,False,"{'a': 0.9762857097579093, 'e': 0.7866278610665535}",25,0,-60.28623839134288,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
25,False,"{'a': 0.9753099120283327, 'e': 0.7788007830714049}",30,0,-214.1199112276533,"{0: 17, 1: 2, 2: 6, 3: 2, 4: 3}",0
26,False,"{'a': 0.9743350896087494, 'e': 0.7710515858035663}",25,0,-103.16292308136394,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
27,False,"{'a': 0.9733612415243368, 'e': 0.7633794943368531}",20,0,-46.723080517125965,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
28,False,"{'a': 0.9723883668012469, 'e': 0.7557837414557255}",25,0,-89.83926854344878,"{0: 17, 1: 0, 2: 5, 3: 3, 4: 0}",0
29,False,"{'a': 0.9714164644666048, 'e': 0.7482635675785653}",20,0,-123.73381073137386,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
30,False,"{'a': 0.9704455335485082, 'e': 0.7408182206817179}",25,0,-128.16027694311498,"{0: 16, 1: 1, 2: 4, 3: 3, 4: 1}",0
31,False,"{'a': 0.9694755730760259, 'e': 0.7334469562242892}",30,0,-38.971885053113716,"{0: 23, 1: 3, 2: 3, 3: 1, 4: 0}",0
32,False,"{'a': 0.9685065820791976, 'e': 0.7261490370736909}",20,0,-62.14584684881331,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
33,False,"{'a': 0.967538559589032, 'e': 0.7189237334319262}",20,0,-122.54854259967652,"{0: 11, 1: 2, 2: 2, 3: 5, 4: 0}",0
34,False,"{'a': 0.9665715046375066, 'e': 0.7117703227626097}",20,0,-58.12799859392244,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
35,False,"{'a': 0.9656054162575665, 'e': 0.7046880897187134}",20,8,-75.06166520681215,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
36,False,"{'a': 0.9646402934831231, 'e': 0.6976763260710311}",35,10,-47.166175972680826,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",1
37,False,"{'a': 0.9636761353490535, 'e': 0.6907343306373547}",25,0,-82.13323106118747,"{0: 15, 1: 6, 2: 3, 3: 0, 4: 1}",0
38,False,"{'a': 0.9627129408911995, 'e': 0.6838614092123558}",25,0,-82.04773698531527,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
39,False,"{'a': 0.9617507091463667, 'e': 0.6770568744981647}",25,0,-66.84879873842834,"{0: 17, 1: 3, 2: 3, 3: 2, 4: 0}",0
40,False,"{'a': 0.9607894391523232, 'e': 0.6703200460356393}",20,6,-78.51215892328639,"{0: 8, 1: 0, 2: 5, 3: 0, 4: 1}",1
41,False,"{'a': 0.9598291299477989, 'e': 0.6636502501363194}",20,0,-62.58037220174327,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
42,False,"{'a': 0.9588697805724845, 'e': 0.6570468198150567}",25,0,-70.30655112860904,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
43,False,"{'a': 0.9579113900670306, 'e': 0.6505090947233165}",25,0,-86.7856639838974,"{0: 17, 1: 2, 2: 3, 3: 3, 4: 0}",0
44,False,"{'a': 0.9569539574730467, 'e': 0.6440364210831414}",30,0,-66.4746284671858,"{0: 23, 1: 2, 2: 2, 3: 3, 4: 0}",0
45,False,"{'a': 0.9559974818331, 'e': 0.6376281516217733}",20,0,-65.39367423077233,"{0: 12, 1: 6, 2: 1, 3: 0, 4: 1}",0
46,False,"{'a': 0.9550419621907147, 'e': 0.631283645506926}",20,0,-22.015470180241735,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
47,False,"{'a': 0.9540873975903711, 'e': 0.6250022682827008}",35,0,-107.84530430891044,"{0: 27, 1: 1, 2: 4, 3: 1, 4: 2}",0
48,False,"{'a': 0.9531337870775047, 'e': 0.6187833918061408}",20,12,-22.110832824670783,"{0: 5, 1: 2, 2: 0, 3: 1, 4: 0}",1
49,False,"{'a': 0.9521811296985049, 'e': 0.6126263941844161}",20,0,-4.307707951032619,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
50,False,"{'a': 0.951229424500714, 'e': 0.6065306597126334}",30,3,-112.0316765070289,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 2}",1
51,False,"{'a': 0.950278670532427, 'e': 0.6004955788122659}",20,0,-17.477274639863424,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
52,False,"{'a': 0.9493288668428895, 'e': 0.5945205479701944}",35,12,-97.87687047963779,"{0: 15, 1: 0, 2: 6, 3: 1, 4: 1}",1
53,False,"{'a': 0.9483800124822982, 'e': 0.5886049696783552}",20,0,-38.825031049352255,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
54,False,"{'a': 0.9474321065017983, 'e': 0.5827482523739896}",20,0,-99.86402045322615,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
55,False,"{'a': 0.9464851479534838, 'e': 0.5769498103804866}",35,0,-0.02374326994625542,"{0: 31, 1: 2, 2: 1, 3: 1, 4: 0}",0
56,False,"{'a': 0.9455391358903963, 'e': 0.5712090638488149}",20,0,-39.56882782368424,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
57,False,"{'a': 0.9445940693665233, 'e': 0.5655254386995371}",20,13,-27.268753994414887,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
58,False,"{'a': 0.9436499474367985, 'e': 0.559898366565402}",25,2,-53.82664460919613,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 1}",1
59,False,"{'a': 0.9427067691570997, 'e': 0.5543272847345071}",35,0,-97.2532933731411,"{0: 27, 1: 3, 2: 2, 3: 1, 4: 2}",0
60,False,"{'a': 0.9417645335842487, 'e': 0.5488116360940265}",25,11,-9.58258926807024,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
61,False,"{'a': 0.9408232397760098, 'e': 0.5433508690744998}",25,0,-70.31536275925545,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 1}",0
62,False,"{'a': 0.9398828867910889, 'e': 0.5379444375946745}",30,0,-102.15330795178507,"{0: 19, 1: 3, 2: 7, 3: 0, 4: 1}",0
63,False,"{'a': 0.9389434736891332, 'e': 0.5325918010068972}",20,2,-61.920489716963395,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 1}",1
64,False,"{'a': 0.9380049995307295, 'e': 0.5272924240430485}",30,0,-155.85483378173342,"{0: 22, 1: 1, 2: 2, 3: 2, 4: 3}",0
65,False,"{'a': 0.9370674633774034, 'e': 0.522045776761016}",25,0,7.969185318631125,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
66,False,"{'a': 0.9361308642916188, 'e': 0.5168513344916993}",30,0,-74.77464171413448,"{0: 23, 1: 3, 2: 2, 3: 1, 4: 1}",0
67,False,"{'a': 0.9351952013367766, 'e': 0.5117085777865424}",25,6,-97.56771842199714,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 3}",1
68,False,"{'a': 0.9342604735772135, 'e': 0.5066169923655897}",20,0,-63.55137018091537,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
69,False,"{'a': 0.933326680078202, 'e': 0.5015760690660556}",20,0,-3.250478930577574,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
70,False,"{'a': 0.9323938199059483, 'e': 0.4965853037914095}",20,13,2.28186350967074,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.9314618921275921, 'e': 0.49164419746096516}",30,12,29.007937953698114,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.9305308958112057, 'e': 0.4867522559599717}",30,0,-99.75137145702965,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
73,False,"{'a': 0.9296008300257927, 'e': 0.48190899009020244}",25,8,-35.997547183076925,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
74,False,"{'a': 0.9286716938412872, 'e': 0.47711391552103444}",30,1,-40.47675009398477,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 0}",1
75,False,"{'a': 0.9277434863285529, 'e': 0.47236655274101474}",20,14,11.739660531581919,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.9268162065593822, 'e': 0.46766642700990924}",20,11,-15.53716277410655,"{0: 5, 1: 3, 2: 1, 3: 0, 4: 0}",1
77,False,"{'a': 0.9258898536064953, 'e': 0.46301306831122807}",20,0,-63.977499101451684,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
78,False,"{'a': 0.9249644265435393, 'e': 0.45840601130522357}",25,8,-3.5076836673546525,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
79,False,"{'a': 0.9240399244450869, 'e': 0.45384479528235583}",20,0,-5.008532795168142,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
80,False,"{'a': 0.9231163463866358, 'e': 0.44932896411722156}",30,2,-33.06869871081105,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 1}",1
81,False,"{'a': 0.922193691444608, 'e': 0.4448580662229411}",20,12,10.331100730562966,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.9212719586963487, 'e': 0.44043165450599925}",25,7,-25.795628611739378,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
83,False,"{'a': 0.9203511472201247, 'e': 0.43604928632153556}",25,0,-0.5303487534577607,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
84,False,"{'a': 0.9194312560951247, 'e': 0.43171052342907973}",25,13,-14.999730942817406,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
85,False,"{'a': 0.9185122844014574, 'e': 0.4274149319487267}",20,0,2.5902616240224536,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
86,False,"{'a': 0.9175942312201509, 'e': 0.4231620823177488}",20,16,6.888828147263759,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.9166770956331523, 'e': 0.418951549247639}",20,10,-5.027537806620853,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
88,False,"{'a': 0.9157608767233256, 'e': 0.4147829116815814}",30,7,-49.047818961575736,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 2}",1
89,False,"{'a': 0.914845573574452, 'e': 0.4106557527523455}",20,3,8.580039950382929,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
90,False,"{'a': 0.9139311852712282, 'e': 0.4065696597405991}",25,0,-135.80333723501,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",0
91,False,"{'a': 0.9130177108992658, 'e': 0.40252422403363597}",20,2,-18.199471888415196,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
92,False,"{'a': 0.9121051495450904, 'e': 0.3985190410845142}",20,4,-48.076715336900264,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 1}",1
93,False,"{'a': 0.9111935002961405, 'e': 0.39455371037160114}",25,8,8.553859860372944,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
94,False,"{'a': 0.910282762240767, 'e': 0.3906278353585211}",20,0,-73.15422062135556,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
95,False,"{'a': 0.9093729344682314, 'e': 0.3867410234545012}",20,10,-45.41143013984088,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
96,False,"{'a': 0.9084640160687062, 'e': 0.38289288597511206}",20,12,-20.259054695759065,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
97,False,"{'a': 0.9075560061332727, 'e': 0.37908303810339883}",25,2,-40.716640792652896,"{0: 19, 1: 2, 2: 0, 3: 1, 4: 1}",1
98,False,"{'a': 0.9066489037539209, 'e': 0.37531109885139957}",20,12,16.238527527345212,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.9057427080235485, 'e': 0.3715766910220457}",30,11,-33.155722180865716,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
100,False,"{'a': 0.9048374180359596, 'e': 0.36787944117144233}",20,13,13.739834797496911,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.9039330328858641, 'e': 0.3642189795715233}",25,7,19.093666962917606,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
102,False,"{'a': 0.9030295516688768, 'e': 0.3605949401730783}",20,7,-79.92670699181562,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 2}",1
103,False,"{'a': 0.9021269734815165, 'e': 0.3570069605691474}",25,19,4.177990863186581,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.9012252974212048, 'e': 0.35345468195878016}",20,14,10.72384860098595,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.9003245225862656, 'e': 0.3499377491111553}",20,0,-36.27534045690918,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
106,False,"{'a': 0.899424648075924, 'e': 0.34645581033005746}",25,9,-4.038507178236866,"{0: 13, 1: 2, 2: 0, 3: 1, 4: 0}",1
107,False,"{'a': 0.8985256729903055, 'e': 0.3430085174187067}",20,9,3.7557585400189857,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
108,False,"{'a': 0.8976275964304349, 'e': 0.33959552564493917}",25,0,-38.891002360770365,"{0: 20, 1: 3, 2: 0, 3: 1, 4: 1}",0
109,False,"{'a': 0.8967304174982355, 'e': 0.33621649370673334}",20,16,8.263963617570024,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.8958341352965282, 'e': 0.33287108369807955}",20,5,-48.9780525431113,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
111,False,"{'a': 0.894938748929031, 'e': 0.32955896107518906}",20,6,-16.803720270519023,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
112,False,"{'a': 0.8940442575003572, 'e': 0.32627979462303947}",25,19,11.885831680527444,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.8931506601160155, 'e': 0.3230332564222529}",20,0,-59.79205434472653,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
114,False,"{'a': 0.8922579558824083, 'e': 0.3198190218163039}",20,12,3.1301368399769087,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
115,False,"{'a': 0.8913661439068313, 'e': 0.3166367693790532}",20,6,21.59676623183978,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.8904752232974726, 'e': 0.3134861808826054}",30,20,11.512230351218388,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.8895851931634113, 'e': 0.31036694126548503}",20,0,-26.598556683070047,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",1
118,False,"{'a': 0.8886960526146174, 'e': 0.30727873860113125}",20,15,9.057556876939444,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.8878078007619501, 'e': 0.3042212640667041}",25,4,-50.64678015788606,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 1}",1
120,False,"{'a': 0.8869204367171575, 'e': 0.30119421191220214}",25,0,-32.18369717852475,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
121,False,"{'a': 0.8860339595928756, 'e': 0.2981972794298874}",25,0,-38.84256416548713,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
122,False,"{'a': 0.8851483685026271, 'e': 0.2952301669240142}",25,16,15.352323391405314,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.8842636625608209, 'e': 0.2922925776808594}",35,19,-37.57352251622217,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
124,False,"{'a': 0.8833798408827509, 'e': 0.28938421793905067}",30,11,-99.32323550770995,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 3}",1
125,False,"{'a': 0.8824969025845955, 'e': 0.28650479686019015}",25,0,16.04488569131601,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
126,False,"{'a': 0.8816148467834161, 'e': 0.2836540264997704}",30,18,9.292688534296712,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
127,False,"{'a': 0.880733672597157, 'e': 0.2808316217783798}",25,0,-11.358064231280258,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
128,False,"{'a': 0.8798533791446438, 'e': 0.27803730045319414}",25,10,-21.09250027829633,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
129,False,"{'a': 0.8789739655455832, 'e': 0.27527078308975234}",30,16,27.64955950265228,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.8780954309205613, 'e': 0.2725317930340126}",20,0,-34.86229688746706,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
131,False,"{'a': 0.8772177743910435, 'e': 0.26982005638468687}",30,9,22.50733044212376,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.8763409950793732, 'e': 0.2671353019658504}",20,11,18.616233339234125,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.8754650921087711, 'e': 0.26447726129982396}",25,10,-71.45194051890124,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 2}",1
134,False,"{'a': 0.874590064603334, 'e': 0.261845668580326}",20,12,16.003873061177465,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.8737159116880344, 'e': 0.2592402606458915}",25,10,31.5144837026321,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.8728426324887193, 'e': 0.2566607769535559}",20,12,13.038119191598097,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.8719702261321094, 'e': 0.25410695955280027}",25,11,4.949707105410345,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
138,False,"{'a': 0.8710986917457983, 'e': 0.2515785530597565}",25,17,17.133598884219925,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.8702280284582515, 'e': 0.2490753046316682}",25,7,-64.14118343969588,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 2}",1
140,False,"{'a': 0.8693582353988059, 'e': 0.24659696394160646}",30,1,31.35528764703711,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.8684893116976679, 'e': 0.2441432831534371}",30,0,-51.025918119339295,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
142,False,"{'a': 0.867621256485914, 'e': 0.24171401689703648}",20,12,4.890441192604698,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.866754068895489, 'e': 0.23930892224375455}",25,2,0.8294142455422502,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
144,False,"{'a': 0.865887748059205, 'e': 0.2369277586821218}",25,5,28.296542343214178,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.8650222931107413, 'e': 0.23457028809379768}",20,2,-24.773275823342907,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
146,False,"{'a': 0.8641577031846428, 'e': 0.23223627472975886}",25,17,1.383658915481176,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
147,False,"{'a': 0.8632939774163194, 'e': 0.22992548518672387}",20,12,14.491337123874972,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.8624311149420455, 'e': 0.22763768838381276}",30,0,-12.356596103443614,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
149,False,"{'a': 0.8615691148989583, 'e': 0.22537265553943875}",20,0,-78.5326494245272,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
150,False,"{'a': 0.8607079764250578, 'e': 0.22313016014842985}",20,0,11.780284941795653,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
151,False,"{'a': 0.8598476986592055, 'e': 0.22090997795937822}",25,7,27.610342567946407,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.8589882807411235, 'e': 0.21871188695221477}",20,0,0.7921498845613886,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
153,False,"{'a': 0.8581297218113938, 'e': 0.21653566731600707}",20,12,14.922392855423034,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.8572720210114575, 'e': 0.21438110142697797}",20,0,6.903117703988296,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
155,False,"{'a': 0.8564151774836135, 'e': 0.21224797382674307}",30,12,19.980798588347074,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.8555591903710185, 'e': 0.21013607120076475}",20,9,17.87855406996186,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.8547040588176851, 'e': 0.20804518235702046}",20,10,14.509760287383411,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.8538497819684817, 'e': 0.20597509820488347}",30,15,29.707667261620195,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.8529963589691315, 'e': 0.20392561173421345}",25,10,0.9331006052072233,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
160,False,"{'a': 0.8521437889662113, 'e': 0.2018965179946554}",30,3,-25.22276669105677,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 1}",1
161,False,"{'a': 0.8512920711071511, 'e': 0.1998876140751445}",35,17,7.948708138205722,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.850441204540233, 'e': 0.19789869908361468}",30,15,13.065858855625606,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.8495911884145902, 'e': 0.19592957412690934}",20,12,4.765310976093327,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.8487420218802068, 'e': 0.19398004229089189}",25,8,4.9725409649643595,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
165,False,"{'a': 0.8478937040879159, 'e': 0.1920499086207541}",25,20,10.332116039600505,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.8470462341893996, 'e': 0.19013898010152053}",20,0,-23.940152149700992,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
167,False,"{'a': 0.8461996113371882, 'e': 0.1882470656387468}",35,23,13.693569545359859,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.8453538346846587, 'e': 0.18637397603941}",20,11,10.673775054850678,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.8445089033860343, 'e': 0.1845195239929893}",25,17,13.727246829705345,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.8436648165963837, 'e': 0.18268352405273466}",20,8,10.545537925011612,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.8428215734716199, 'e': 0.1808657926171221}",20,0,-12.712904839550088,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
172,False,"{'a': 0.8419791731684999, 'e': 0.17906614791149325}",25,19,12.977131109866086,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.8411376148446232, 'e': 0.17728440996987782}",20,0,26.46139967389326,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
